Pharmacy Name,النوع,Location,Detailed_Location ,Phone
صيدلية الوليد AL WALID PHARMACY,الصيدليات,زحلة,بر الياس -شارع المئة متر -عقار 98 ملك د.خليل حمد,08/513056
صيدلية الوهيب,الصيدليات,زغرتا,مجدليا العقارية-زيد سنتر -عقار 3112-المقسم رقم 10 -ملك ميشال زيد,NA
صيدلية اليان,الصيدليات,كسروان,عجلتون طريق المدرسة المهنية ملك نقولا الهاروني عقار 813 مخزن رقم 5,09/231857
صيدلية اليانا PHARMACIE ELIANA,الصيدليات,المتن,الدكوانة -حي مار روكز ضهر الحصين -طريق عام مار روكز -عقار رقم 455 القسم 4 البلوك A بملكها,01/691897
صيدلية الين,الصيدليات,البقاع الغربي,القرعون -حي الميدان -الشارع العام -عقار رقم 184-ملك طارق كموني,08/631173
صيدلية الين,الصيدليات,زحلة,القرعون-حي الميدان-الشارع العام -عقار رقم 184-ملك طارق خالد كموني,08/631173
صيدلية الينا Alina Pharmacy,الصيدليات,البقاع الغربي,كامد اللوز-الشارع العام -عقار رقم 1495 ملك عدنان مرعي ديشوم,NA
صيدلية اوريلي PHARMACIE AURELIE,الصيدليات,كسروان,منطقة غادير العقارية الشارع العام عقار 330 القسمبن 3و7 ملك مروان بومعشر,NA
صيدلية اوسيان- Ph. OCEANE,الصيدليات,المتن,الزلقا عقار 55 القسم 6 بملكها,01/872279
صيدلية ايزابل,الصيدليات,المتن,ساقية المسك بكفيا الطريق العام عقار رقم 895/7 ملك شملكان ميشال بربور,04/980412
صيدلية ايزابيل Pharmacie Isabelle,الصيدليات,جبيل,منطقة حالات العقارية عقار 20القسم 41 ملك ليلى الياس الزيلع,76/868199
صيدلية ايفيريست PHARMACY EVEREST,الصيدليات,عاليه,عاليه -عقار 1690 من منطقة عاليه العقارية بلوك (D) ملك عزت رضوان,05/555065
صيدلية ايليو نبيو,الصيدليات,كسروان,زوق مصبح حي الورديه ملك جرجس طنوس فرنجية عقار 1612 القسم رقم 5,09/222181
صيدلية باتريسيا,الصيدليات,بيروت,بيروت حي الاشرفية شارع الزهار ملك اسعاف وجيه سرياني عقار 365 قسم رقم 5,01/205605
صيدلية بارين Pharmacie Perine,الصيدليات,المتن,يرج حمود عقار 16/5063 ملك فيليب وبشارة وانطوان بشعلاني,01/492043
صيدلية باناسيا PHARMACIE PANACEA,الصيدليات,كسروان,بلونة عقار 7/91 بلوكF ملك ريتا الخوري,09/233251
صيدلية بتول الطفيلي,الصيدليات,بعلبك,بريتال حي السكره طريق البلده عقار رقم 440 ملك محمد حسين يونس,NA
صيدلية بتول فارم,الصيدليات,بعلبك,بعلبك -حي راس العين -عقار رقم 3627 ملك خليل العوطه,76/820256
صيدلية بحر,الصيدليات,بعلبك,منطقة النبي شيت العقارية عقار رقم 2617 ملك أوقاف الطائفة الاسلامية الشيعية,08/336056
صيدلية بحنسّ,الصيدليات,المتن,ضهر الصوان عقار رقم 1686 القسم 6 البلوك B -بملكها,04/980503
صيدلية بدنايل Bednayel Pharmacy,الصيدليات,بعلبك,بدنايل -حي الحسين -الشارع العام -عقار رقم 2180 ملك ابراهيم وعلي مصطفى الحاج سليمان,08/910331
صيدلية براءة Baraa pharmacy,الصيدليات,بعلبك,بعلبك حي العسيرة -وادي السيل -عقار رقم 252 ملك اميرة خليل مرعي,NA
صيدلية بربر Phar. BARBAR,الصيدليات,كسروان,ساحل علما شارع الاوتوستراد ملك ميلاد بعقوب القاري ومخايل يعقوب القاري عقار 838 قسم 20,09/838833
صيدلية برج ابي حيدر(حسام وخلود كريدية)- شركة التضامن,الصيدليات,بيروت,برج ابي حيدر-عقار2/800 -ملك يوسف وهند خير,01/652908
صيدلية برشا Pharm. Barcha,الصيدليات,كسروان,كفرياسين عقار رقم 139 القسم رقم 14 ملك رامي و جهاد جورج سمعان,NA
صيدلية برلا Perla Pharm,الصيدليات,بعبدا,بئر حسن منطقة الشياح العقارية نزلة السلطان ابراهيم عقار رقم 4358 القسم 4 بلوك A بملكها وملك ندى حسين صبرا,NA
صيدلية برمكي,الصيدليات,المتن,بيت مري الشارع العام عقار 3424 ملك رهبنة راهبات الوردية محل رقم 3,04/870553
صيدلية بريتال المركزية,الصيدليات,بعلبك,بريتال -حي المصنع -طريق البلدة الرئسي -عقار 245 من منطقة بريتال العقارية ملك صبحي حمد طليس,03/685679
صيدلية بسابا Pharm bsaba,الصيدليات,بعبدا,بسابا شارع البلدية عقار رقم 475 ملك فادي حسيب أبو حمد,05/437234
صيدلية بسوس Bsous Pharmacy,الصيدليات,عاليه,بسوس -حي العاصي -الشارع العام -عقار رقم 875 قسم A8 ملك ميراي اسعد الفغالي,05/943211
صيدلية بشامون الحديثة,الصيدليات,عاليه,بشامون حي اليهودية طريق المطحنة الشارع العام النمرة 10 - B عقار رقم 1440 ملك سليم محمود الحلبي,05/811411
صيدلية بشير,الصيدليات,زغرتا,عشاش حي دير مار جرجس الشارع العام عقار رقم 46 مقسم 9 ملك روزلي بدوي فرح,NA
صيدلية بشير,الصيدليات,بيروت,حي كركول الدروز المصيطبة شارع الجزائر عقار رقم 2/3983 ملك ليلى الغريزي روضة البلح و فاروق روضه البلح,01/735177
صيدلية بطرس,الصيدليات,المتن,الدكوانة عقار1683 القسمين 5 و8 ملك علي غندور,01/500556
صيدلية بعبدا,الصيدليات,بعبدا,بعبدا الشارع العام ملك طانيوس جرجس طوق ونافذ جرجس طوق عقار 1026 القسم B3,05/454822
صيدلية بكفيا,الصيدليات,المتن,"بكفيا-الطريق العام ملك الجميل ، نصار و رزق الله عقار 828",04/984981
صيدلية بلال Bilal Pharmacy,الصيدليات,عاليه,الشويفات/القبة حي طريق صيدا رقم العقار 878/ القبة قسم 4 ملك رياض سليمان بو غنام,NA
صيدلية بناني,الصيدليات,بعبدا,اللويزة -حي اللويزه -طريق الشام- ملك طوني الحلو عقار620 القسم 14,05/922652
صيدلية بوطايع Pharmacie boutayeh,الصيدليات,المتن,سن الفيل -عقار رقم 1879/القسم 7 ملك نديم وكميل يوسف حديد,01/464456
صيدلية بولس,الصيدليات,الشوف,علمان-حي الحارة -الطريق العام - عقار 491 ملك منير داود ووداد القزي,NA
صيدلية بون سانتيه BONNE SANTE PHARMACY,الصيدليات,بعبدا,منطقة الشياح العقارية -حي الاوزاعي عقار رقم 3906 ملك حسن عساف,03/037404
صيدلية بون سانتيه PHAR.BONNE.SANTE,الصيدليات,كسروان,منطقة غادير العقارية عقار 3 شارع مدرسة الرسل ملك جمعية المرسلين اللبنانيين,09/636199 03/177840
صيدلية بياقوت,الصيدليات,المتن,بياقوت عقار رقم 122 قسم 5 ملك اسما توفيق ابو خاطر,01/902948
صيدلية بيبلو فارما-PharmacieBYBLO pharma,الصيدليات,جبيل,منطقة فتريالعقارية-عقار 804-القسمين 1و2 ملك انطوان سعيد,NA
صيدلية بيت السيدة PHARMMAISON N.D,الصيدليات,بعبدا,الحدث حي مار انطونيوس عقار 1989 الحدث ملك مركز السيدة للعلاج الفيزيائي لراهبات القلبين الاقدسين الحدث,05/471379
صيدلية بيت شاما Pharmacy Beit Chama,الصيدليات,بعلبك,منطقة بيت شاما العقارية -عقار 83 القسم 3 -ملك ياسر وحسين وسامر حيدر,08/913128
صيدلية بيروت,الصيدليات,بيروت,بيروت اوتوستراد المدينة الرياضية ملك سلامي عقار 2378/مزرعة القسم رقم 13,01/838585
صيدلية بيضون,الصيدليات,زحلة,مجدل عنجر -حي المصنع -الشارع العام عقار رقم 1182 ملك طارق عبد الفتاح,08/622725
صيدلية بيطار,الصيدليات,زغرتا,ارده حي مفرق ارده الشارع العام عقار 1787 ملك مرشد نعيم الخواجة,06/664545
صيدلية بيلفيو Ph. bellevue,الصيدليات,المتن,الحضيرة الشارع الرئيسي ملك مارك موريس البستاني عقار 535,04/543644
صيدلية بيو-ميديك-Phar Bio-Medic,الصيدليات,بعبدا,الحازمية رقم العقار 2819 قسم 6 حي السحيمة شارع مار روكز ملك ادي ادوار كنعان,05/454875
صيدلية تاتيانا PHARMACIE TATIANA,الصيدليات,جبيل,منطقة قرطبون العقارية -عقار رقم 13- تجاه الاوتوستراد جنب المنزل القديم -ملك جورج فرنسيس,09/796376
صيدلية تاليا,الصيدليات,المنية الضنية,المنيه -حي مطحنة الجديدة -عقار 1073 من منطقة المنية العقارية ملك حسن محيش,NA
صيدلية تعلبايا المركزية,الصيدليات,بعلبك,تعلبايا حي طريق تعلبايا الشارع العام عقار 336 تعلبايا ملك عدنان حسين الحشيمي,08/508566
